event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0097,5,4,"[12.06, 8.34, 17.47, 21.47, 0.26]","[3.5722, -2.2018, -2.344, 3.6745, 0.001]","[0.0, 9.917998, 9.136738, 0.637668, 28.46111]","[-0.56999, 0.46975, -0.46442, 0.53709, 0.00022]","[-0.52286, -0.41978, 0.43928, 0.54351, -7e-05]","[0.3757, 0.6719, 0.6576, 0.3781, 33.4215]","[0.01, -0.0263, 0.0158, 0.0466, -4.7277]","[-0.3313, 0.7491, 0.7373, -0.3353, 7.804]","[0.083, 0.31699, 0.30422, 0.08412, 32.17953]"
0098,5,3,"[9.12, 8.08, 7.33, 8.83, 0.13]","[2.13, -1.4567, -1.1407, 2.7174, 0.0009]","[0.0, 7.221812, 9.100261, 4.75113, 17.4238]","[-0.00968, -0.2979, 0.26856, -0.07017, 0.00051]","[-0.42415, 0.05237, 0.05227, 0.35331, 0.00065]","[0.2789, 0.5911, 0.6364, 0.3155, 35.3869]","[0.221, -0.8883, -0.9183, 0.2868, -6.4511]","[-0.0411, 0.254, -0.4069, 0.1354, -2.0615]","[0.04312, 0.31982, 0.34026, 0.0696, 34.4697]"
0099,5,3,"[9.9, 7.65, 8.61, 9.11, 3.75]","[-1.9347, 3.4667, -1.4729, 1.6667, 0.2294]","[38508.14, 35641.19, 43157.14, 0.0, 43896.2]","[-4.5897, 13.22072, 8.38235, -30.47134, 1.54963]","[-16.11904, -15.90092, 5.60029, 18.20647, 0.09484]","[1.0492, 0.4195, 1.5788, 0.2023, 3.4494]","[0.5462, 0.0605, -0.1575, -0.0804, -0.5398]","[-0.4701, 0.2119, -0.9946, 0.1729, -1.1618]","[0.00415, 0.00072, 0.01297, 0.00014, 0.36975]"
0100,5,3,"[8.92, 9.4, 7.9, 8.35, 0.02]","[4.3864, -4.248, -2.2423, 4.3104, 0.0]","[0.29951, 3.6455, 9.465084, 0.0, 45.48655]","[-0.38699, 0.27828, -0.26206, 0.55066, -8e-05]","[-0.43751, -0.44003, 0.39103, 0.19618, 0.00011]","[0.3555, 0.4378, 0.4771, 0.3515, 254.7773]","[0.0831, 0.3045, 0.3106, -0.3634, 22.5256]","[-0.4249, 0.6773, 0.7893, -0.2377, 39.3508]","[0.02938, 0.06214, 0.08108, 0.02732, 252.5934]"
0101,5,4,"[11.61, 14.23, 8.28, 10.62, 0.05]","[3.1137, -2.9412, -2.0167, 3.5826, 0.0]","[0.0, 7.572321, 11.99212, 3.024689, 54.19691]","[0.18371, -0.35462, 0.29894, -0.28595, 6e-05]","[-0.41856, -0.14967, 0.1992, 0.34016, 9e-05]","[0.2869, 0.3866, 0.402, 0.3037, 163.3957]","[0.3377, -0.5304, -0.3174, 0.082, -7.9746]","[0.2708, -0.6595, -0.8676, 0.4461, -7.2149]","[0.05339, 0.10147, 0.11004, 0.06654, 162.2952]"
0102,5,4,"[10.58, 14.31, 8.88, 17.51, 0.24]","[2.6299, -2.6614, -1.0366, 4.024, 0.0008]","[0.0, 6.576382, 14.41311, 4.853754, 29.32626]","[0.00074, 0.45176, -0.3498, 0.30193, -0.00154]","[-0.51893, -0.07567, 0.16297, 0.34837, 0.00111]","[0.2753, 0.5144, 0.7278, 0.3002, 39.0277]","[0.3797, -0.7608, -0.6853, 0.0443, -8.8544]","[-0.0281, 0.1812, 0.7544, -0.4891, 13.7114]","[0.05481, 0.26656, 0.46919, 0.06697, 38.37776]"
0103,5,3,"[4.11, 11.43, 17.15, 14.26, 0.14]","[-1.2166, 3.7819, -8.6622, 9.4095, 0.001]","[5.136418, 0.0, 0.894842, 0.861198, 11.01069]","[-0.01659, -0.07979, 0.0594, 0.09235, -7e-05]","[-0.09409, 0.09063, 0.10597, 0.07676, -0.00062]","[0.6224, 0.2472, 0.4071, 0.3236, 35.1036]","[0.9389, 0.0308, 0.3377, -0.168, 12.1906]","[-0.288, 0.549, -0.5941, -0.5683, -5.3534]","[0.4604, 0.09723, 0.25251, 0.16133, 34.67545]"
0104,4,4,"[24.01, 8.58, 47.19, 46.66]","[4.6986, -1.0121, -31.8848, 30.611]","[0.0, 91.31111, 12.59271, 12.54774]","[-0.90253, 0.20348, 0.10526, 0.2644]","[-0.15543, 0.46761, -0.83355, -0.83028]","[0.4013, 0.5638, 0.4894, 0.4961]","[-0.244, 0.6929, 0.5374, 0.4617]","[-0.2935, -0.8356, -0.0575, 0.0903]","[0.00826, 0.04493, 0.01883, 0.02056]"
