event_id,m1_det,m2_det,m1_src,m2_src,z_source,dl_source,gps_time,ra,dec,psi,theta_jn,phase,a1,a2,tilt1,tilt2,phi12,phijl
0136,4.939599361609435,3.9453661488394207,1.725763142207086,1.3784048024413331,1.8599999999999992,14600.0660672809,1126310366.4975257,4.379983441582636,-1.0820802264210132,3.0198349051862152,1.1783436915065917,0.8088592443550638,0.0471897006754323,0.0456421485972646,2.6586262848910733,1.7447947648636537,2.8375845769896064,0.377679241808358
0137,12.716273335779544,11.14589903740286,1.4128793864067548,1.2383982773166775,7.999999999999996,82357.85036764837,1126275123.3097289,1.2829645855960017,0.2134215025864486,2.8412964796541864,2.146221901512178,0.3001136985805548,0.0243020436179138,0.0251553120683497,1.240250592213318,2.0216962179627456,4.185046068979397,5.168896176869135
0138,12.079429514648588,9.613269838666804,1.5765248679913728,1.2546585039459563,6.659999999999997,66705.1006667739,1126315805.7829316,2.0095297977645976,-0.6351481418498562,1.4270337482322897,0.955516687526548,5.0386906588334375,0.0260100219349381,0.007316241606623,2.2642491912700597,0.4875211528900973,4.623087500739184,5.373855125114864
0139,10.578756161522854,10.048855925523188,1.2862928196846544,1.2218611551006158,7.229999999999996,73243.80283305822,1126275736.0325272,4.514781610478883,-0.1139300804928138,1.6043273554729685,2.407790988306288,4.783537152248788,0.0121983461985601,0.0490376518060293,2.1683024277256564,1.598890659407928,1.6890258946736474,0.3924622820715682
0140,5.528540442527324,4.083251089564364,1.7619882245052827,1.3013634271655623,2.1399999999999992,17280.14734718588,1126280279.532975,2.2881129406703176,1.231010598029031,2.826529501175662,1.8071002189488123,2.488980421649692,0.0209337149347482,0.0103711131718866,1.690857221247622,2.713313622809411,5.910846069936556,2.967289549064004
0141,17.810908883062655,16.334664558070763,1.929729784849129,1.769785524713119,8.229999999999995,85070.78908340464,1126268155.366382,2.3418572056698213,0.3289130933696598,0.9328910366861548,1.1017479330698254,1.9681964613156504,0.0442583729857404,0.0428643856092526,2.1067683453208264,2.000569104018276,4.798330043158341,1.6444065080347618
0142,8.97629626351309,7.460985160475325,1.5407247735707117,1.2806311572751958,4.819999999999998,45811.87354264444,1126300099.5527382,2.779400421532381,-0.9501295592283312,1.4940639128766555,0.9752483135959844,6.279244407285844,0.0454638603606243,0.0047036544090304,2.187631028307313,1.7164977378288702,3.727145277873672,3.1565560717170777
0143,14.139982105548569,13.519743402551574,1.544476156304432,1.4767289780657735,8.159999999999995,84188.6855349125,1126325585.7128894,3.517403961318597,0.0754457543593791,2.1125809615471423,0.9209509922682488,4.047090797863792,0.0353088656031477,0.0132453148251846,0.4661605241910913,0.9061402322926184,0.9365037936354909,5.889140910763981
0144,11.02024811354734,6.832734327676271,1.702306272055336,1.0554577702286456,5.479999999999997,53090.61004091105,1126311269.138333,4.838438170173686,-0.0808436706740767,1.4787370359235616,0.3795815482479924,3.91025768991726,0.0499295131710644,0.0486739082927531,1.3966584168103302,2.465168411936065,6.10868766589933,2.2843045558461137
0145,8.336061573342658,7.548924348130795,1.608733759747969,1.4568281846017797,4.179999999999998,38693.46861077004,1126310139.5658748,3.386844688415456,-0.4414395892420268,1.680680596055958,1.933106311382494,3.270755250210972,0.029203707640933,0.0071728054488697,1.486372755153637,0.9342879205596906,4.8203075383202085,0.6753484480815054
0146,28.70971099178974,23.894299521531984,1.6121296289460474,1.3417309645711526,16.799999999999994,190312.10322324408,1126259917.7793996,3.038574123013752,1.418315887631342,1.009593300857368,1.837282493839139,5.208848465208225,0.0430534864079639,0.0238501643969389,0.5824159019990969,2.698804169541798,2.6024729542803446,5.424584221162062
0147,7.751707761019182,7.179648539856257,1.256847018014305,1.1640944338854529,5.169999999999997,49636.31605695393,1126330231.7948675,4.555837040447263,0.4070516612279939,1.26636703659491,2.2170183737691582,3.5514150002212257,0.0242047789052706,0.0408945014580395,1.722085992356824,0.6283096317535912,3.4190787216732383,1.377886898615608
0148,9.13499495543706,8.988957473827314,1.2683005609147608,1.2480247511585685,6.199999999999997,61404.76537406848,1126282682.004338,4.119078554629286,0.4532987576528119,2.061058814318569,0.5649515542113622,6.217470495824357,0.0387898814066521,0.0450217721971655,2.8450450965367966,1.6062996389919986,4.07942498433714,6.22431446491636
0149,19.33312913316493,16.546891441690907,1.435817217727495,1.228891167498149,12.429999999999993,136259.79047327602,1126273705.9549468,3.3875241653645487,0.8495317586012405,1.9981297091359376,2.2997147015395027,3.646137319605429,0.0319119608681203,0.0248599799226828,2.6116677562165305,0.9538339152441572,2.978317020690932,2.8242936540061376
0150,19.70385050723003,19.013568294490263,1.534086381805546,1.4803429501966785,11.859999999999994,128644.06508733684,1126284901.5398672,4.894357630007248,-0.5043557925123543,1.1018633303220602,0.8665655133901811,2.2840026863049743,0.0235211631196379,0.0162561555629908,1.6958271166529442,1.6966240788772222,5.71300685705996,0.4749357258134261
0151,14.492711382084824,14.42854609788655,1.387240570663734,1.381098677465057,9.439999999999994,99582.45449269908,1126321083.5391643,4.403662497547376,0.0323785678042505,2.689869502511052,2.018158749764649,1.812554659242693,0.015425021352263,0.0451119122837998,2.787810626049426,2.0093247530532725,2.627911907269236,2.0420854515947275
0019,2.943919290936728,2.6715052207780854,1.3875528281642553,1.2591563348758517,1.1199999999999997,7819.189437710836,1126304035.8875723,2.798521576860898,-0.0341862148460274,0.9781096721578388,1.415654877785073,3.664458591485408,0.0102425376233826,0.0233520262553794,1.9277306857910197,0.842307022491755,6.219712263761695,2.114888914614225
0152,9.701279343689109,8.822234702644133,1.402018073587428,1.274979522219772,5.919999999999996,58161.77808797586,1126289035.3202796,4.798866431437335,0.3704396520010256,1.797135356542321,0.5575854311364525,4.629446533567062,0.0392893954192069,0.011930851570349,1.4992310458413678,2.7412923628339936,5.429018954736046,1.875614416784717
