event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0037,5,4,"[33.33, 39.37, 63.3, 58.15, 7.93]","[-4.234, 4.9808, 13.5294, -11.4589, 0.2578]","[0.171534, 0.0, 0.10186, 0.105005, 0.197557]","[-0.04045, 0.09695, -0.03699, 0.00597, -0.00379]","[-0.04058, -0.03394, 0.07532, 0.0814, -0.00176]","[0.9858, 0.4901, 0.6201, 0.7537, 3.0995]","[0.0111, -0.2052, 0.1663, 0.3741, -0.0119]","[-0.4861, 0.1309, 0.2068, -0.0894, -0.7274]","[0.63467, 0.19705, 0.32006, 0.45061, 2.47686]"
0038,5,4,"[10.18, 12.89, 9.78, 11.95, 0.38]","[3.7724, -5.8618, -3.8629, 8.7699, 0.0058]","[0.0, 0.870739, 0.980014, 0.795318, 1.934827]","[-0.11069, 0.0854, -0.01333, 0.09855, 0.00048]","[-0.07738, -0.05486, 0.09934, 0.04332, 0.00051]","[0.4056, 0.5979, 0.6675, 0.4834, 14.2789]","[-0.1242, -0.2417, 0.5742, -0.2915, 1.5297]","[-0.2699, 0.5233, 0.1991, -0.2606, -0.461]","[0.07286, 0.19235, 0.25837, 0.11644, 13.13392]"
0039,5,4,"[12.87, 27.83, 34.37, 32.57, 1.45]","[-2.7381, 3.8806, 11.1277, -10.5442, 0.0887]","[0.436887, 0.0, 0.207091, 0.21228, 0.546241]","[-0.01951, 0.14962, -0.10728, -0.059, -0.00213]","[-0.08816, 0.02838, 0.08721, 0.11915, -0.00382]","[0.8667, 0.3973, 0.5581, 0.657, 4.4804]","[0.5409, -0.2481, -0.043, 0.3472, 0.8662]","[-0.3007, -0.2098, 0.3217, 0.3032, -0.3029]","[0.6781, 0.24506, 0.39052, 0.48251, 4.14123]"
0040,5,4,"[9.58, 15.47, 15.31, 10.84, 0.07]","[-1.0194, 2.3775, 2.3989, -1.4629, 0.0]","[7.424455, 0.0, 0.331669, 4.795245, 23.06952]","[0.11642, -0.42741, 0.3834, -0.11931, 6e-05]","[-0.28803, -0.12837, 0.22442, 0.31896, -0.00015]","[0.5051, 0.2958, 0.3005, 0.4554, 166.4625]","[0.758, -0.2576, -0.1141, 0.7098, 40.4259]","[0.8071, -0.0946, -0.2439, 0.6902, 26.3616]","[0.18701, 0.02367, 0.0258, 0.1503, 165.0071]"
